time_us,q0,q1,q2,q3,wx,wy,wz,motor1,motor2,motor3,motor4
247145269,-0.6589372800148263,-0.07995928468629887,0.026173402715880627,0.7474778436779183,-0.09478393197059631,0.031244631856679916,0.006931440904736519,1641.0,1642.0,1641.0,1642.0
247245229,-0.6592575915129886,-0.07714306433965477,0.025076288325772533,0.747528966275277,-0.0527631938457489,0.06423964351415634,0.047164976596832275,1642.0,1642.0,1641.0,1642.0
247345189,-0.6596316058807176,-0.07391567516268616,0.02428088748678251,0.7475513734796588,-0.0018020758870989084,-0.08294908702373505,0.06477934122085571,1641.0,1642.0,1642.0,1641.0
247445149,-0.6600098133670294,-0.0704180522591666,0.022865448812251457,0.7475998364271215,-0.1768554151058197,-0.049188803881406784,0.029740482568740845,1641.0,1642.0,1642.0,1642.0
247545109,-0.6603093650141117,-0.06719989702624846,0.023303317927027938,0.7476179985045265,0.05018116906285286,-0.07165095955133438,-0.003140339395031333,1642.0,1641.0,1642.0,1641.0
247645069,-0.6605349042395982,-0.06478251827473244,0.01986516224865037,0.7477313962486821,-0.11128438264131546,0.006292297970503569,0.017472397536039352,1642.0,1642.0,1642.0,1642.0
247745029,-0.6607980130895329,-0.06214541973405989,0.015573340886014694,0.7478244471509682,-0.032019536942243576,0.1513325572013855,0.052299436181783676,1642.0,1642.0,1641.0,1642.0
247844989,-0.6609931258484968,-0.06019260676528377,0.012902457999648368,0.7478625971723688,-0.06963210552930832,0.046538423746824265,0.04829218238592148,1641.0,1642.0,1642.0,1642.0
247944949,-0.6611056667854278,-0.05887031195781132,0.01236435446449737,0.7478774675392095,0.018754897639155388,0.007364410907030106,0.024095050990581512,1642.0,1641.0,1642.0,1642.0
248044909,-0.6612194236779388,-0.05734902630636814,0.011253637438090644,0.7479126410063797,-0.052697908133268356,0.012993100099265575,-0.002907325979322195,1641.0,1642.0,1642.0,1642.0
248144869,-0.66127180998247,-0.05637818799508646,0.011103200447536831,0.7479423856024744,0.047307901084423065,0.03981262445449829,0.00037710112519562244,1642.0,1642.0,1642.0,1642.0
248244829,-0.6612758698912573,-0.056143200213763615,0.012979835251541895,0.747926258962848,0.036340367048978806,-0.0810771957039833,0.03357145935297012,1642.0,1642.0,1642.0,1642.0
248344789,-0.6613948532289733,-0.054530000130790644,0.015707982800362518,0.7478880841972979,0.035822127014398575,0.03272242099046707,0.03785271942615509,1642.0,1642.0,1642.0,1642.0
248444749,-0.6615028190579127,-0.05322781597549134,0.01350162071183892,0.7479294928153771,-0.164356991648674,0.028408968821167946,0.025185320526361465,1641.0,1642.0,1642.0,1642.0
248544709,-0.6616161445757675,-0.051637843440046925,0.011362587087993106,0.747976270998102,0.008159060962498188,0.02276771329343319,0.008134354837238789,1642.0,1642.0,1642.0,1642.0
248645502,-0.6616060795187549,-0.05161072883126995,0.010963991789483483,0.7479929940162329,0.00654468173161149,0.022076398134231567,0.014979417435824871,1642.0,1642.0,1642.0,1642.0
